,0
0,0.0
1,0.0
2,0.0
3,0.0
4,6.892817519877618
5,6.916996732183792
6,6.627395103419808
7,6.970776818858729
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,6.707511120800316
17,6.81558763383965
18,7.297128360697456
19,7.25438641922722
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,6.934948077327981
29,6.841680517821162
30,6.582306378882954
31,6.887700389690259
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,6.781774717436694
41,7.264885801386915
42,7.137788520635147
43,6.880293920993206
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,6.957046010828359
53,7.267624598547944
54,7.182398021008493
55,7.295827008905423
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,7.262223200800135
65,6.804066534903193
66,7.048510923600249
67,7.085804327791821
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,7.334846716272483
77,7.524997057037855
78,7.586393415870153
79,6.972578540786509
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,6.64946075790941
89,6.62520340621715
90,6.695377058454088
91,7.052569221684947
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,6.981378331894424
101,7.021811267142531
102,6.997447263466129
103,6.909494193804674
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,7.737294824318653
113,7.754166343967939
114,7.973221616916161
115,7.387762631725592
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,7.753657358576599
125,7.833066467246149
126,7.772393685978961
127,7.909910257805208
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,8.760484354572432
137,8.617285364327122
138,8.060029012393422
139,8.803965238040348
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,8.134964959962744
149,8.197799846489222
150,8.43353004282336
151,8.050393412306702
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,8.796450990474009
161,9.235717531090357
162,9.07582904764
163,9.086102883184468
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,8.57119740986138
173,9.358085333630864
174,8.908785284141693
175,9.254870989772861
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,9.154882751497729
185,9.240394229301462
186,8.67909768306396
187,9.042286577055688
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,9.104271373504414
197,8.878228330801468
198,8.790497133110291
199,9.172674488508292
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,9.127791259554078
209,9.097751647169762
210,8.622546466993068
211,8.781272295878594
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,9.594139540092103
221,9.677599511692241
222,9.521773093881572
223,9.36520251956847
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,9.48867562003445
233,9.58334951927609
234,9.98395155770976
235,9.896067832823304
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,10.389585174742326
245,9.95863430852267
246,9.829681677403853
247,9.887404338842332
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,10.007369075234992
257,10.218902848801559
258,10.257495973183412
259,9.760723853650653
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,10.800632491998392
269,10.74212531252853
270,11.134949232459133
271,11.074362258660724
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,11.004520962653329
281,11.047533784926953
282,10.85982630707823
283,10.489729378694745
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,11.096560203719315
293,10.773252971154317
294,11.614078340052956
295,11.644603540352664
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,12.111324401366504
305,12.114517935688898
306,11.663260836396256
307,11.715880173190575
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,12.133694349250716
317,11.561644864218364
318,12.448791661038046
319,11.82493370897066
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,11.800224858998734
329,12.85789365165047
330,12.736017365561619
331,11.923017281468024
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,12.572680773977861
341,12.365986265351406
342,11.897726821890723
343,11.815925678542762
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,12.145246105311788
353,11.857189109953497
354,12.299862195851835
355,11.74342621432659
356,0.0
357,0.0
358,0.0
359,0.0
360,
